CustNo,ItemNo,InvDateCurr,InvDatePrior,PurchasePeriod
AST106,03-3193,2015-08-04,2015-07-16,19
AST106,03-3193,2015-08-26,2015-08-04,22
AST106,03-3193,2015-09-10,2015-08-26,15
AST106,03-3193,2015-09-15,2015-09-10,5
AST106,03-3193,2015-10-01,2015-09-15,16
AST106,03-3193,2015-11-02,2015-10-01,32
AST106,03-3193,2015-12-02,2015-11-02,30
AST106,03-3193,2016-01-04,2015-12-02,33
AST106,03-3193,2016-02-01,2016-01-04,28
AST106,03-3193,2016-03-01,2016-02-01,29
AST106,03-3193,2016-04-01,2016-03-01,31
AST106,03-3193,2016-05-05,2016-04-01,34
AST106,03-3193,2016-07-26,2016-05-05,82
AST106,03-3193,2016-08-09,2016-07-26,14
AST106,03-3193,2016-09-07,2016-08-09,29
AST106,03-3193,2016-10-04,2016-09-07,27
AST106,03-3193,2016-12-05,2016-10-04,62
AST106,03-3193,2016-12-06,2016-12-05,1
